,Modèle,Taille,Fait par,Gamme,Matière,Couleur,Matière 2,Couleur 2,Prix,Vendu,Année,Collection,Numéro produit
704,Eléonore,L,CDU,CC,Lisse,Bleu Cosmo,Croco,Bleu Mysterious ,195,1,2021,Eléonore,691.0
705,Eléonore,L,CDU,CC,Lisse,Rouge Cremisi ,Croco,Bordeaux,195,0,2021,Eléonore,692.0
706,Eléonore,L,CDU,CC,Lisse,Bleu Clair Artic,Croco,Bleu Jean ,195,0,2021,Eléonore,693.0
707,Eléonore,L,CDU,CC,Lisse,Rouge Suisse ,Croco,Rouge,195,0,2021,Eléonore,694.0
708,Eléonore,L,CDU,CC,Lisse,Brun Canyon ,Croco,Noisette,195,0,2021,Eléonore,695.0
709,Eléonore ,M,CDU,CC,Lisse ,Vert Leaf ,Grainé ,Vert Papyrus ,170,1,2021,Eléonore ,696.0
710,Eléonore ,M,CDU,CC,Serpent ,Brun ,,,170,0,2021,Eléonore ,697.0
711,Ceinture,,CDU,CC,Croco,Bleu Cosmo ,,,110,1,2021,Commande,1.0
712,Pochette masque ,,,CC,,,,,50,1,2021,,1.0
713,Natacha,,CA,CC,,,,,440,1,2021,Commande,1.0
714,Eléonore ,M,CDU,CC,Croco,Noir,,,170,1,2021,Commande,1.0
715,Hélène ,,CDU,CC,Velours,Bleu Mysterious ,Lisse,Bleu Mysterious,290,1,2021,Commande,1.0
716,Hélène ,,CDU,CC,Velours,Octane,Lisse,Bleu Octane ,240,0,2021,,698.0
717,Hélène ,,CDU,CC,Velours,Gris Clair ,Lisse,Gris Clair ,240,0,2021,,699.0
718,Mia,,CDU,CC,Lisse,Jaune Maize,,,170,1,2021,Mia&Nina,670.0
719,Mia,,CDU,CC,Vipère ,,,,170,1,2021,Mia&Nina,671.0
720,Mia,,CDU,CC,Croco,Lilas,,,170,1,2021,Mia&Nina,672.0
721,Mia,,CDU,CC,Serpent,Beige,,,170,0,2021,Mia&Nina,673.0
722,Mia,,CDU,CC,Lisse,Bordeaux,,,170,0,2021,Mia&Nina,674.0
723,Léo,S,CM,CC,Lisse,Noir,Vipère,,370,0,2021,Léon,673.0
724,Dana,,CA,CC,Lisse,Noir,Croco,Noir,485,0,2021,Lune,674.0
725,Dana,,CA,CC,Grainé,Noir,Vipère ,Noir,485,1,2021,Lune,675.0
726,Dana,,CA,CC,Lisse,Bleu Nuit ,Croco,Bleu Cosmos ,485,1,2021,Lune,676.0
727,Chloé,,CA,CC,Lisse,Bordeaux ,Croco,Bordeaux ,390,0,2021,Entre Filles ,677.0
728,Chloé,,CA,CC,Lisse,Bleu Nuit ,Croco,Bleu Cosmo ,390,0,2021,Entre Filles ,678.0
729,Chloé,,CA,CC,Lisse,Mouton,Vipère ,,390,0,2021,Entre Filles ,679.0
730,Chloé ,,CA,,Lisse,Noir,Croco,Noir,390,0,2021,Entre Filles ,680.0
731,Sirona,,CA,CC,Lisse,Earth,Serpent,Brun,525,0,2021,Lune,681.0
732,Sirona,,CA,CC,Lisse,Noir,Croco,Noir,525,0,2021,Lune,682.0
733,Sirona,,CA,CC,Lisse,Mouton,Vipère ,,525,0,2021,Lune,683.0
734,Sirona,,CA,CC,Lisse,Bleu Nuit,Croco ,Bleu Cosmo ,525,0,2021,Lune,684.0
735,Natacha,,CA,CC,Lisse ,Bleu Artic ,Croco,Bleu Jean ,410,0,2021,Entre Filles ,685.0
736,Natacha,,CA,CC,Lisse ,Vert Pixie ,Serpent,Vert Sapin,410,0,2021,Entre Filles ,686.0
737,Natacha,,CA,CC,Lisse ,Mouton,Serpent,Jaune,410,0,2021,Entre Filles ,687.0
738,Natacha,,CA,CC,Lisse ,Earth,Croco,Taupe,410,0,2021,Entre Filles ,688.0
739,Natacha,,CA,CC,Lisse ,Bordeaux ,Croco,Bordeaux,410,0,2021,Entre Filles ,689.0
740,Eléonore ,L,CDU,CC,Lisse,Noir,Croco,Noir,195,0,2021,Eléonore,690.0
741,Eléonore ,L,CDU,CC,Lisse,Bleu Cosmo,Croco,Bleu Mysterious ,195,0,2021,Eléonore,691.0
742,Eléonore ,L,CDU,CC,Lisse,Vert Pixie,Serpent,Vert Sapin,195,0,2021,Eléonore,692.0
743,Eléonore ,L,CDU,CC,Lisse,Earth ,Serpent,Taupe,195,0,2021,Eléonore,693.0
744,Eléonore ,L,CDU,CC,Lisse,Beige Cowboy,Serpent,Jaune,195,0,2021,Eléonore,694.0
745,Eléonore ,L,CDU,CC,Lisse,Shark ,Velours ,Vert Bottle,195,0,2021,Eléonore,695.0
746,Leslie,,CA,CC,Lisse ,Vert Pixie ,Serpent ,Vert,370,0,2021,Entre Filles ,696.0
747,Leslie,,CA,CC,Lisse ,Earth,Serpent,Taupe ,370,0,2021,Entre Filles ,697.0
748,Leslie,,CA,CC,Lisse ,Bleu Nuit ,Croco,Bleu Cosmos ,370,0,2021,Entre Filles ,698.0
749,Mia,,CDU,CC,Croco,Noir,,,170,0,2021,Mia&Nina,699.0
750,Mia,,CDU,CC,Croco,Noir,,,170,0,2021,Mia&Nina,670.0
751,Ceinture,,CDU,CC,Lisse ,Noir,Velours,Noir,150,1,2021,Accessoires ,1.0
752,Eléonore ,L,CDU,CC,Lisse,Bleu Nuit,Croco ,Bleu Jean ,240,1,2021,Commande,1.0
753,Ceinture,,,CC,,,,,130,1,2021,Accessoires ,1.0
754,Séléné ,,,CC,,,,,520,1,2021,Commande,1.0
755,Dana,,CM,CC,Grainé ,Noir,Vipère ,,535,1,2021,Commande,1.0
756,Séléné ,,CA,CC,Lisse,Bleu Nuit ,Nubuck ,Smoke ,495,0,2021,Lune,671.0
757,Séléné ,,CA,CC,Lisse,Mouton,Nubuck ,Grège,495,0,2021,Lune,672.0
758,Séléné ,,CA,CC,Lisse,Redskin,Velours,Noisette,495,0,2021,Lune,673.0
759,Séléné ,,CA,CC,Lisse,Vert Pixie,Velours,Vert Bottle,495,0,2021,Lune,674.0
760,Séléné ,,CA,CC,Lisse,Noir,Velours,Noir,495,0,2021,Lune,675.0
761,Séléné ,,CA,CC,Lisse,Redskin,Velours,Noisette,495,0,2021,Lune,676.0
